,name,amount,price,reviews,cost_per_ml
22,Montblanc Explorer Extreme  ,100,44.99,7.8,0.4499
24,Armaf Club De Nuit Intense Man  ,200,39.15,7.5,0.19574999999999998
25,Carolina Herrera 212 Men  ,100,52.5,7.5,0.525
26,Hermes Terre D'Hermes  ,100,55.0,8.1,0.55
27,Versace Pour Homme  ,100,34.9,7.7,0.349
28,Hugo Boss The Scent  ,200,60.48,6.8,0.3024
29,Yves Saint Laurent Y Men  ,100,75.95,7.5,0.7595000000000001
30,Dior Sauvage Elixir  ,60,125.5,8.1,2.091666666666667
31,Prada Paradigme  ,50,58.43,6.5,1.1686
32,Giorgio Armani Stronger With You Intensely  ,30,45.45,8.3,1.5150000000000001
33,Armaf Club De Nuit Intense Man  ,105,11.29,7.5,0.10752380952380952
34,Viktor & Rolf Spicebomb Extreme  ,90,42.99,8.4,0.4776666666666667
35,Montblanc Explorer  ,200,63.8,7.8,0.319
36,Issey Miyake L'Eau D'Issey Pour Homme  ,125,34.85,7.7,0.2788
37,Hugo Boss Bottled Night  ,200,40.95,6.4,0.20475000000000002
38,Hugo Boss Bottled  ,100,41.98,7.4,0.41979999999999995
39,Hugo Boss The Scent  ,100,42.56,6.8,0.42560000000000003
40,Jean Paul Gaultier Le Beau Le  ,75,37.9,8.0,0.5053333333333333
41,Jean Paul Gaultier Le Male  ,125,59.99,8.4,0.47992
42,Valentino Born In Roma Uomo Intense  ,100,77.0,7.9,0.77
44,Viktor & Rolf Flowerbomb  ,100,36.0,7.4,0.36
45,Lancome La Vie Est Belle  ,100,38.0,6.6,0.38
46,Rabanne Invictus  ,100,58.8,6.5,0.588
47,Clinique Happy For Men  ,100,21.88,7.4,0.2188
48,Davidoff Cool Water Men  ,200,30.2,7.2,0.151
51,Hugo Boss The Scent Absolute  ,100,48.0,7.6,0.48
52,Giorgio Armani Stronger With You Intensely  ,100,64.0,8.3,0.64
53,Hugo Boss Bottled Beyond  ,100,64.0,7.3,0.64
54,Jean Paul Gaultier Le Male  ,75,40.0,8.4,0.5333333333333333
55,Davidoff Cool Elixir ,100,56.2,7.1,0.562
56,Valentino Uomo Born In Roma Intense  ,50,56.7,7.9,1.1340000000000001
57,Issey Miyake Le Sel d’Issey  ,100,56.8,7.8,0.568
58,Yves Saint Laurent Kouros  ,100,56.9,7.2,0.569
59,Lacoste Eau De Lacoste Blanc  ,100,34.88,7.2,0.3488
60,Issey Miyake L'Eau D'Issey Pour Homme  ,200,47.7,7.7,0.23850000000000002
61,Creed Green Irish Tweed  ,100,243.8,8.1,2.438
62,Yves Saint Laurent MYSLF  ,60,63.11,7.4,1.0518333333333334
63,Hugo Boss Hugo Man  ,200,28.36,6.8,0.1418
64,Hugo Boss Bottled Infinite  ,100,34.15,7.3,0.34149999999999997
65,Bentley For Men Intense  ,100,21.93,7.6,0.2193
66,Prada Luna Rossa Carbon  ,100,61.99,7.8,0.6199
67,Carolina Herrera Bad Boy  ,100,58.0,6.3,0.58
68,Davidoff Cool Water Man  ,125,20.55,6.6,0.16440000000000002
69,Vera Wang for Men  ,50,36.99,6.9,0.7398
70,Prada Paradigme  ,100,89.45,6.5,0.8945000000000001
71,Versace Blue Jeans  ,75,14.85,6.9,0.19799999999999998
72,Yves Saint Laurent MYSLF  ,100,77.0,7.4,0.77
73,Calvin Klein Obsession For Men  ,125,16.4,7.5,0.13119999999999998
74,Jean Paul Gaultier Le Male  ,200,84.95,8.4,0.42475
75,Versace Eros  ,100,44.0,7.5,0.44
76,Jean Paul Gaultier Le Male Elixir  ,75,59.41,8.3,0.7921333333333332
77,Versace Eros  ,200,64.5,7.5,0.3225
78,Calvin Klein Eternity For Men  ,200,38.95,6.7,0.19475
79,Montblanc Explorer  ,60,33.99,7.8,0.5665
80,Montblanc Explorer  ,30,21.95,7.8,0.7316666666666667
81,Burberry Touch For Men  ,100,24.0,7.3,0.24
82,JOOP! Homme  ,200,22.45,6.8,0.11225
83,Giorgio Armani Acqua Di Gio Pour Homme  ,100,60.0,7.8,0.6
84,Rabanne 1 Million  ,200,76.86,6.8,0.3843
85,Versace Eros Najim  ,100,74.29,7.3,0.7429000000000001
86,Valentino Uomo Born in Roma Purple Melancholia  ,100,46.99,7.0,0.46990000000000004
88,Jean Paul Gaultier Le Beau Paradise Garden  ,75,54.49,7.3,0.7265333333333334
90,Paul Smith Men  ,100,23.93,7.1,0.23929999999999998
91,Gucci Guilty Pour Homme Elixir de  ,60,83.01,8.1,1.3835000000000002
92,Yves Saint Laurent Y Men  ,200,127.2,7.5,0.636
93,Davidoff Cool Water Intense For Him  ,75,24.6,7.4,0.328
94,Valentino Born in Roma Uomo  ,100,46.3,7.0,0.46299999999999997
95,Hugo Boss Bottled Infinite  ,200,50.52,7.3,0.2526
96,Viktor & Rolf Spicebomb  ,90,24.5,8.4,0.2722222222222222
97,Hugo Boss Hugo Just Different  ,200,49.95,6.0,0.24975000000000003
99,Prada Luna Rossa Ocean  ,100,74.99,7.0,0.7498999999999999
100,Lacoste Challenge  ,90,32.99,6.0,0.3665555555555556
101,Davidoff Zino  ,125,15.9,7.8,0.1272
102,Davidoff Cool Water Intense For Him  ,125,28.9,7.4,0.2312
103,Davidoff Adventure  ,100,15.28,6.9,0.1528
104,Diesel Only The Brave  ,200,48.99,6.3,0.24495
105,BVLGARI Aqva Pour Homme  ,100,69.99,7.3,0.6999
106,Diesel Bad  ,100,31.49,5.7,0.31489999999999996
108,Creed Absolu Aventus  ,100,308.2,8.5,3.082
109,Emporio Armani Stronger With You Powerfully  ,100,77.55,8.1,0.7755
110,Rabanne 1 Million  ,100,68.25,6.8,0.6825
111,Yves Saint Laurent MYSLF L’Absolu  ,100,99.75,7.4,0.9975
112,Rayhaan Imperia Legacy  ,100,16.99,7.5,0.1699
113,Ralph Lauren Polo Sport Men  ,75,20.99,7.1,0.27986666666666665
114,Rabanne 1 Million  ,100,41.65,6.8,0.4165
115,Hugo Boss Bottled  ,30,20.45,7.4,0.6816666666666666
116,Versace Eros  ,30,30.01,7.5,1.0003333333333333
117,Afnan Supremacy Not Only Intense  ,100,36.0,8.1,0.36
118,Hugo Boss Bottled Unlimited  ,200,105.71,7.2,0.52855
119,Maison Martin Margiela Replica Jazz Club  ,100,68.83,7.8,0.6883
120,Dior Sauvage  ,60,77.24,7.5,1.2873333333333332
121,Prada Luna Rossa  ,100,59.0,8.2,0.59
